praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
181.0,271.0,3.96,17.0,25.9,1.72,110.0,262.0,1.0,26.9,5.05
1794.0,2393.0,17.3,51.4,31.6,1.09,26.2,124.0,6.85,35.9,3.62
66.7,88.2,17.6,27.1,19.3,1.14,17.5,81.3,3.37,21.3,9.91
241.0,375.0,18.9,17.5,6.38,1.04,109.0,217.0,11.9,31.9,8.74
1252.0,1762.0,13.8,66.1,15.5,3.89,165.0,573.0,2.67,36.8,6.15
131.0,213.0,26.7,487.0,86.6,3.25,48.7,147.0,14.2,57.8,82.0
52.8,73.0,11.2,89.8,15.4,1.0,20.7,77.7,1.5,6.38,7.5
1526.0,2227.0,30.0,52.8,70.4,18.6,46.1,1176.0,21.7,72.3,42.2
914.0,1298.0,11.1,46.6,10.9,4.14,38.9,149.0,1.76,30.8,6.21
62.1,71.7,12.9,85.1,26.4,1.84,43.3,61.0,1.61,29.7,13.7
274.0,426.0,9.31,19.3,11.2,1.0,17.2,44.9,4.0,26.9,16.4
38.9,36.5,20.9,37.2,14.7,3.08,76.4,259.0,7.57,53.8,9.73
58.3,87.4,15.7,96.5,19.6,22.3,145.0,956.0,1.64,26.7,16.0
160.0,257.0,15.5,64.4,30.0,6.85,46.6,2350.0,1.54,34.9,12.2
227.0,289.0,8.2,173.0,25.3,8.13,155.0,449.0,1.27,44.9,17.6
63.2,89.0,20.4,23.5,73.0,1.43,40.3,167.0,1.0,21.3,6.49
157.0,231.0,18.8,15.7,15.0,25.5,97.3,757.0,3.05,10.0,7.84
32.5,77.0,10.7,25.0,19.8,1.0,23.5,93.9,1.0,28.4,6.32
209.0,334.0,21.5,11.9,7.3,1.54,51.9,164.0,30.8,115.0,56.7
547.0,906.0,26.9,319.0,50.9,1.24,124.0,340.0,9.91,34.0,20.2
158.0,204.0,7.99,23.9,13.2,1.78,41.8,173.0,3.02,24.4,5.52
231.0,269.0,24.8,22.7,41.4,1.45,11.8,78.4,8.2,32.8,9.14
138.0,193.0,17.2,68.5,29.2,26.2,227.0,2148.0,3.0,17.2,5.23
1252.0,1778.0,38.9,52.3,21.1,4.0,24.8,137.0,2.39,34.6,10.3
931.0,1395.0,42.2,133.0,313.0,1.18,122.0,183.0,1.04,32.5,3.16
130.0,198.0,16.5,10.8,22.9,2.74,30.8,91.4,10.8,32.5,5.83
103.0,176.0,29.4,66.7,78.4,1.67,20.5,66.7,1.5,48.7,5.0
78.4,94.7,9.22,25.0,42.6,4.29,64.4,209.0,1.0,19.6,5.42
231.0,322.0,14.1,21.7,14.2,1.0,66.7,62.6,15.1,59.9,14.5
632.0,843.0,25.0,88.2,59.9,12.0,55.2,1747.0,1.0,61.5,13.6
211.0,286.0,19.3,27.4,2.62,1.0,33.7,146.0,1.51,48.3,12.5
1230.0,1843.0,12.2,15.0,15.8,1.0,23.7,126.0,1.81,21.5,6.21
89.0,146.0,12.0,30.5,6.79,1.0,58.3,223.0,4.74,15.3,7.7
195.0,269.0,24.4,130.0,48.7,1.0,65.5,146.0,29.4,93.9,37.9
55.2,32.2,1.96,300.0,30.8,5.14,91.4,791.0,10.6,31.9,18.3
1144.0,1611.0,10.5,145.0,12.7,20.2,61.5,1230.0,3.59,31.1,8.51
186.0,302.0,1.0,271.0,16.3,6.98,44.5,449.0,1.57,17.6,6.1
1055.0,1625.0,10.3,35.5,64.9,4.61,29.4,29.2,1.2,32.5,4.61
483.0,737.0,13.7,55.2,21.9,2.57,91.4,292.0,1.0,30.8,15.1
52.8,86.6,7.3,27.6,42.9,2.84,46.1,104.0,1.14,20.7,4.14
95.6,137.0,21.9,37.5,13.1,1.54,41.4,123.0,1.2,16.0,8.98
211.0,322.0,42.6,45.3,13.6,10.6,85.1,407.0,1.0,44.9,6.49
302.0,437.0,12.7,39.2,17.9,1.0,53.3,168.0,3.62,50.9,79.9
1275.0,1843.0,19.5,153.0,23.3,1.0,79.1,271.0,1.0,25.7,5.47
533.0,813.0,5.94,12.4,20.5,1.0,32.2,65.5,1.5,20.4,2.33
939.0,1433.0,32.5,25.5,37.2,2.94,28.6,98.2,1.58,22.3,76.4
67.9,93.9,29.7,16.4,2.89,2.76,55.2,158.0,4.96,51.4,8.58
178.0,284.0,19.6,48.3,18.1,3.79,44.5,1298.0,39.6,62.6,28.9
1499.0,2091.0,26.2,52.8,106.0,3.43,133.0,331.0,3.85,30.5,16.3
225.0,346.0,23.5,53.8,84.3,19.5,85.8,1459.0,2.39,25.0,6.73
308.0,453.0,20.4,15.5,1.0,4.83,82.8,365.0,3.65,15.4,17.2
175.0,264.0,12.6,17.2,18.4,2.21,39.6,866.0,1.0,31.3,1.0
198.0,264.0,3.4,40.3,5.83,1.2,40.3,141.0,3.62,37.9,13.7
80.6,105.0,25.9,15.7,25.3,4.57,117.0,233.0,16.5,41.0,18.3
65.5,73.0,23.3,32.2,16.0,2.86,62.6,117.0,1.0,26.2,7.99
44.9,74.3,24.4,12.3,29.4,3.82,178.0,352.0,3.96,13.6,7.99
204.0,379.0,21.3,47.8,88.2,22.1,120.0,1540.0,10.7,37.5,18.3
223.0,365.0,10.8,31.6,35.2,1.73,37.2,143.0,4.18,15.8,1.88
87.4,167.0,25.5,379.0,66.7,1.0,45.7,57.8,33.1,57.8,43.3
478.0,770.0,15.4,85.8,22.1,1.47,84.3,328.0,1.08,22.1,4.96
58.8,125.0,7.57,196.0,27.4,2.81,17.2,98.2,4.26,20.5,14.9
147.0,176.0,11.2,34.9,36.8,6.21,54.2,1459.0,16.3,55.7,32.2
55.2,58.3,18.3,20.9,8.98,2.71,28.4,108.0,2.37,29.7,1.58
231.0,343.0,16.3,59.4,20.5,2.97,30.0,124.0,2.67,22.9,3.82
322.0,478.0,13.6,15.7,4.57,1.0,25.9,66.1,1.0,28.6,10.0
241.0,328.0,13.2,94.7,25.7,2.55,23.9,153.0,2.67,9.91,3.65
178.0,257.0,5.78,12.9,30.5,14.2,80.6,1911.0,5.99,42.2,10.6
385.0,578.0,8.13,155.0,45.7,3.79,133.0,414.0,3.59,24.4,4.22
300.0,426.0,21.1,20.5,12.1,3.72,61.0,274.0,1.3,24.1,7.64
127.0,172.0,17.9,56.7,20.9,7.7,36.8,1018.0,1.0,26.4,10.2
139.0,227.0,10.2,24.1,22.9,2.09,121.0,337.0,2.25,31.1,5.09
244.0,322.0,14.7,12.0,3.82,1.76,54.7,118.0,4.49,58.8,30.2
1219.0,1794.0,2.53,382.0,32.8,2.89,45.3,145.0,2.07,32.8,8.98
193.0,311.0,10.3,28.9,77.0,42.6,337.0,2864.0,1.13,31.3,5.94
562.0,906.0,15.5,18.3,12.1,1.19,35.2,85.1,7.1,38.5,17.0
56.7,47.4,13.6,141.0,46.6,1.76,44.5,161.0,1.89,34.3,12.4
157.0,223.0,22.7,217.0,71.7,1.58,59.4,114.0,1.22,19.3,10.5
418.0,578.0,16.7,32.5,5.57,12.1,173.0,1670.0,9.14,64.4,7.1
17.3,28.6,11.4,55.7,20.9,1.73,48.7,262.0,3.08,20.0,4.53
1433.0,1999.0,25.9,23.1,13.0,4.91,77.0,1540.0,1.0,22.7,8.28
101.0,167.0,46.1,313.0,66.1,68.5,599.0,5989.0,6.79,25.0,5.47
253.0,346.0,13.0,117.0,36.5,13.7,53.3,300.0,34.3,76.4,26.7
437.0,632.0,32.2,53.3,15.3,2.5,32.8,262.0,10.0,31.3,12.6
56.7,45.7,14.9,123.0,52.3,2.5,47.8,170.0,2.19,21.5,5.78
519.0,764.0,13.8,53.3,28.9,1.11,48.3,84.3,12.6,55.7,31.3
137.0,253.0,4.41,13.7,13.7,6.98,4.91,325.0,2.69,11.3,14.9
292.0,422.0,13.3,25.3,5.33,1.0,176.0,300.0,3.59,29.4,85.1
63.8,71.0,12.7,15.7,1.0,1.0,44.1,50.9,4.07,40.3,121.0
359.0,542.0,26.2,48.3,8.06,4.14,51.4,1540.0,1.19,31.6,7.43
2227.0,3220.0,16.5,17.2,12.2,1.01,40.7,92.2,2.97,55.2,7.17
737.0,1084.0,17.9,42.2,15.1,1.36,56.7,172.0,1.91,22.9,96.5
227.0,334.0,23.9,63.8,17.3,14.7,64.9,1554.0,4.14,37.2,123.0
164.0,244.0,13.9,14.6,1.0,1.83,71.7,150.0,2.76,26.9,5.14
231.0,346.0,17.0,45.7,15.5,1.63,32.5,118.0,17.0,82.8,23.7
40.0,51.9,17.6,164.0,56.7,1.43,56.2,122.0,3.46,28.4,4.66
198.0,294.0,22.5,8.98,10.2,2.27,99.1,956.0,2.5,25.5,12.3
141.0,221.0,13.5,64.9,31.9,2.89,80.6,193.0,1.45,25.0,10.8
1310.0,1827.0,18.6,102.0,23.3,2.09,34.0,137.0,2.17,21.9,9.06
168.0,269.0,10.6,161.0,19.3,1.98,49.1,178.0,1.25,12.1,5.42
49.6,46.1,11.4,15.0,5.0,18.1,175.0,1197.0,1.0,20.4,10.0
231.0,319.0,11.5,147.0,26.7,35.2,147.0,2916.0,2.15,36.8,8.13
179.0,255.0,18.9,20.4,9.39,1.29,43.7,44.5,5.67,42.6,102.0
106.0,136.0,15.7,12.1,24.1,2.94,178.0,487.0,3.49,32.8,86.6
557.0,843.0,13.6,87.4,35.5,1.0,64.9,82.0,1.0,9.47,4.78
94.7,137.0,23.3,9.22,40.0,4.0,22.1,410.0,1.07,50.9,17.8
2187.0,3051.0,41.8,47.8,19.5,1.63,17.0,69.2,1.0,18.1,3.89
328.0,403.0,8.13,20.9,17.5,1.0,18.1,82.0,1.08,21.5,13.0
340.0,610.0,14.3,37.5,11.9,8.66,124.0,1407.0,1.0,17.6,4.07
101.0,300.0,22.7,13.0,10.9,1.43,15.4,62.6,2.92,19.1,16.4
160.0,229.0,15.8,48.7,4.83,1.0,55.7,179.0,21.7,52.8,20.5
403.0,621.0,12.0,15.8,2.09,24.6,514.0,2035.0,2.41,28.9,2.86
289.0,241.0,7.17,149.0,7.04,2.86,46.1,221.0,4.14,25.5,110.0
509.0,799.0,28.1,31.3,20.9,25.5,139.0,2393.0,1.01,21.7,8.43
661.0,991.0,54.2,101.0,20.0,3.11,34.3,183.0,3.68,23.1,8.74
578.0,939.0,15.8,40.7,8.98,10.3,125.0,1568.0,1.21,33.7,11.0
59.9,66.1,40.7,170.0,41.8,1.0,34.6,154.0,4.1,38.2,12.3
253.0,359.0,15.5,20.7,34.3,4.03,93.1,267.0,1.0,33.4,7.37
244.0,362.0,15.8,27.6,4.96,80.6,229.0,2738.0,23.1,46.6,27.1
533.0,843.0,10.2,147.0,31.9,4.29,84.3,198.0,2.5,20.5,5.42
204.0,308.0,22.7,33.7,14.1,26.7,96.5,882.0,7.5,31.1,11.1
246.0,422.0,16.1,14.1,2.04,4.96,49.1,202.0,1.78,48.7,5.99
1685.0,2393.0,17.2,110.0,34.0,1.75,55.7,137.0,2.09,40.0,8.66
1499.0,2227.0,13.5,127.0,19.5,1.1,11.8,71.7,2.48,20.5,1.49
64.9,99.1,34.9,43.3,69.8,5.67,138.0,410.0,4.61,12.7,1.64
262.0,400.0,14.2,122.0,1.63,1.31,78.4,191.0,1.0,20.9,9.82
86.6,74.3,8.43,136.0,16.3,24.1,72.3,1027.0,1.0,26.2,5.28
679.0,982.0,9.39,131.0,8.28,9.56,73.0,255.0,3.43,36.2,2.53
1446.0,2091.0,26.7,37.2,9.47,2.33,79.1,211.0,14.3,42.9,30.0
573.0,882.0,12.4,11.5,4.0,9.22,65.5,289.0,1.27,14.9,7.43
874.0,1298.0,15.0,10.4,16.5,1.15,15.4,86.6,2.44,40.0,13.5
750.0,1144.0,12.6,14.5,11.4,12.4,47.4,939.0,11.0,20.7,8.66
60.4,97.3,9.31,2.46,16.3,1.47,24.1,79.9,1.0,17.6,8.35
328.0,466.0,14.7,39.6,49.6,6.61,60.4,165.0,2.31,48.3,15.5
42.9,39.2,14.6,20.4,16.1,1.0,24.4,47.0,1.0,22.3,7.5
474.0,799.0,16.4,20.0,25.5,13.2,56.2,1358.0,1.61,37.9,8.06
196.0,267.0,42.9,65.5,104.0,11.2,59.9,422.0,1.79,36.8,14.7
120.0,153.0,10.9,13.8,10.6,1.0,48.3,67.3,1.46,61.5,19.1
227.0,340.0,10.2,22.1,3.65,1.0,33.1,31.9,1.96,24.6,6.1
340.0,496.0,22.7,25.9,75.7,1.46,36.5,213.0,2.07,19.6,1.67
365.0,542.0,3.59,21.3,34.3,10.8,126.0,445.0,1.23,21.9,8.82
410.0,562.0,17.3,21.5,12.9,1.0,69.2,149.0,1.55,22.7,10.5
55.2,85.1,6.04,20.2,5.0,1.96,67.9,126.0,4.66,22.5,8.2
147.0,235.0,6.61,22.3,47.0,2.07,47.4,151.0,1.2,12.6,4.74
155.0,227.0,34.0,49.6,7.3,2.74,36.2,147.0,2.48,24.6,2.64
284.0,400.0,19.5,31.9,3.59,1.07,62.1,191.0,1.0,12.1,15.7
2288.0,3429.0,35.2,42.6,18.9,1.43,30.5,1094.0,2.31,30.0,6.73
355.0,523.0,14.1,25.9,16.5,2.09,93.9,294.0,5.67,30.2,6.15
107.0,90.6,9.56,64.4,30.5,1.0,58.8,173.0,2.39,14.6,4.83
139.0,165.0,14.6,21.7,11.0,1.37,67.9,137.0,1.0,14.1,2.05
131.0,184.0,10.6,10.8,1.63,2.79,34.0,111.0,2.33,17.0,2.46
81.3,139.0,21.3,20.9,8.35,1.0,12.6,50.0,1.12,45.3,12.9
231.0,337.0,50.0,65.5,36.5,1.0,63.8,65.5,4.53,12.3,4.96
49.6,54.7,27.1,337.0,38.2,4.91,47.8,1027.0,2.02,12.2,8.2
523.0,828.0,13.2,73.7,15.4,1.0,119.0,279.0,1.2,37.9,6.73
168.0,244.0,20.0,17.8,21.7,1.64,103.0,248.0,1.0,27.6,8.82
799.0,1186.0,19.3,15.8,17.3,1.0,22.5,46.6,1.0,16.7,2.53
349.0,441.0,50.0,328.0,79.1,2.02,28.1,58.3,1.0,15.5,4.07
97.3,95.6,3.65,2.84,1165.0,7.5,160.0,429.0,2.86,43.7,7.5
217.0,403.0,21.3,15.0,21.9,9.56,55.2,1459.0,4.57,40.0,13.8
655.0,947.0,16.5,23.9,24.4,1.0,48.3,164.0,2.27,10.6,2.44
71.7,115.0,25.0,36.8,10.5,3.08,71.7,259.0,1.0,15.5,7.7
213.0,311.0,7.99,39.6,49.6,3.79,205.0,466.0,1.47,22.7,1.0
250.0,372.0,19.8,248.0,79.9,4.78,151.0,328.0,2.71,9.56,10.0
874.0,1334.0,26.2,30.8,7.23,1.0,28.4,46.1,1.49,17.6,7.1
334.0,519.0,8.82,20.0,37.5,5.28,143.0,396.0,3.11,16.1,3.68
186.0,235.0,25.5,61.0,22.9,8.82,126.0,1526.0,12.6,47.0,24.4
88.2,91.4,14.1,13.3,8.9,8.98,97.3,1018.0,1.0,18.4,1.83
757.0,1124.0,17.9,13.5,4.7,4.29,29.2,132.0,5.42,44.9,13.3
160.0,255.0,36.8,83.5,24.8,4.1,30.8,191.0,2.21,27.4,7.77
449.0,679.0,13.7,13.6,7.99,9.14,85.1,2091.0,2.57,53.8,6.55
40.7,33.4,11.9,13.8,26.9,1.1,87.4,196.0,4.1,24.6,4.26
25.7,113.0,9.82,20.2,33.7,4.1,113.0,385.0,18.3,56.7,67.3
246.0,340.0,18.9,24.6,10.8,3.82,33.1,105.0,35.9,89.8,41.0
42.2,73.0,19.3,56.2,50.5,5.62,67.9,1778.0,1.0,20.9,4.33
105.0,139.0,30.2,38.2,16.8,2.67,84.3,262.0,1.0,13.6,2.76
552.0,866.0,23.1,41.4,13.5,1.0,47.0,94.7,2.33,49.1,12.0
965.0,1459.0,11.9,23.7,18.8,26.9,93.9,1275.0,2.19,35.9,7.37
365.0,552.0,21.7,41.8,30.2,2.67,10.2,100.0,1.32,33.4,10.3
223.0,313.0,15.4,77.0,29.4,3.65,70.4,1762.0,1.54,17.5,5.38
63.2,110.0,40.7,343.0,78.4,1.0,85.1,255.0,3.4,37.5,36.2
1165.0,1731.0,30.8,42.2,22.7,4.57,34.3,209.0,3.4,20.7,3.68
131.0,175.0,11.2,17.6,7.23,1.0,32.8,39.2,1.45,32.8,15.0
244.0,343.0,63.2,160.0,37.5,1.17,75.0,189.0,1.0,15.5,7.3
12.6,25.9,13.7,46.1,30.5,4.53,120.0,359.0,15.5,62.6,26.7
655.0,1027.0,33.1,30.5,14.2,18.3,54.7,1499.0,3.02,10.7,1.32
253.0,340.0,40.0,441.0,106.0,1.0,147.0,349.0,2.05,24.4,4.96
71.7,114.0,1.65,2.94,22.1,3.68,79.1,178.0,2.02,7.1,5.0
1186.0,1762.0,35.5,42.9,48.3,2.39,73.0,253.0,1.0,31.9,12.6
114.0,196.0,10.7,22.3,37.2,7.5,35.9,267.0,2.71,60.4,23.7
528.0,784.0,10.5,26.4,21.5,1.0,28.4,82.0,18.4,38.5,10.5
302.0,445.0,7.64,6.26,4.45,10.0,52.8,1358.0,1.29,33.4,8.2
51.9,63.2,18.6,41.0,28.1,24.8,63.8,914.0,8.66,34.0,12.6
437.0,621.0,39.2,61.0,7.91,1.0,52.8,51.9,1.98,13.9,6.26
44.9,58.8,17.0,115.0,40.3,2.94,120.0,302.0,10.3,38.9,7.17
79.9,71.7,15.8,61.0,27.4,1.75,21.3,110.0,2.31,16.7,2.11
93.9,145.0,11.8,410.0,62.6,4.96,91.4,223.0,33.1,79.9,20.9
308.0,453.0,28.1,146.0,42.2,3.05,61.0,154.0,1.22,21.3,4.18
227.0,449.0,24.1,94.7,35.9,21.1,67.9,2788.0,2.5,37.2,4.78
126.0,154.0,33.4,42.2,9.82,23.9,122.0,1446.0,2.71,13.5,5.47
71.7,94.7,14.7,53.8,13.1,2.81,97.3,316.0,2.13,23.5,9.31
39.6,55.7,9.56,248.0,28.1,12.1,133.0,1358.0,1.7,53.3,12.6
743.0,1134.0,14.5,267.0,76.4,1.04,24.1,107.0,7.84,49.1,113.0
104.0,139.0,12.3,40.3,15.5,1.0,17.8,107.0,1.0,49.1,6.61
956.0,1420.0,10.6,20.5,12.1,3.46,43.7,202.0,1.42,61.5,16.5
229.0,294.0,10.8,35.5,29.7,6.85,24.6,67.3,1.3,29.7,7.77
453.0,573.0,12.3,129.0,44.1,7.99,143.0,441.0,5.73,46.1,14.5
355.0,505.0,8.98,164.0,18.9,1.83,175.0,519.0,1.45,12.1,11.7
547.0,820.0,13.3,24.1,18.6,4.22,46.1,189.0,15.4,44.9,23.9
153.0,231.0,13.7,20.7,31.6,2.25,76.4,274.0,1.13,19.5,3.4
178.0,289.0,8.13,231.0,31.6,20.0,64.4,965.0,1.03,23.7,6.49
179.0,204.0,10.3,135.0,15.1,51.9,276.0,2996.0,14.5,41.0,8.2
445.0,667.0,20.9,23.3,23.9,2.31,26.4,53.3,2.46,12.4,6.55
922.0,1382.0,13.3,17.3,8.43,3.34,50.5,160.0,1.0,59.9,5.42
13.9,18.3,16.4,20.9,6.98,1.03,23.5,48.3,1.64,25.9,3.65
302.0,445.0,18.6,30.0,67.9,4.1,41.0,186.0,1.07,38.9,12.2
1075.0,1540.0,13.6,110.0,21.9,12.0,119.0,4573.0,1.0,7.17,1.14
193.0,136.0,9.91,198.0,35.2,3.59,47.0,204.0,2.59,33.7,5.62
167.0,211.0,10.8,104.0,31.6,37.9,122.0,3555.0,2.84,36.5,6.32
276.0,433.0,11.5,16.8,8.58,1.35,26.9,124.0,1.0,28.9,120.0
262.0,365.0,12.2,30.0,37.2,87.4,223.0,3429.0,1.0,17.0,6.79
274.0,375.0,1.26,322.0,40.0,1.0,23.9,85.8,2.81,10.0,4.14
359.0,542.0,23.1,81.3,25.3,1.0,45.3,131.0,5.19,56.2,90.6
382.0,588.0,22.1,27.6,5.73,10.6,119.0,1611.0,1.0,32.8,4.29
1310.0,1963.0,14.5,103.0,41.0,9.22,44.5,973.0,6.61,17.8,51.9
77.0,94.7,11.0,16.7,32.8,1.0,39.6,60.4,1.08,30.8,8.13
189.0,284.0,16.8,58.8,25.9,18.4,69.2,1144.0,1.0,19.6,7.37
615.0,965.0,20.9,11.4,10.0,1.0,30.2,29.7,1.65,31.1,1.0
418.0,638.0,40.0,49.1,50.9,5.05,161.0,523.0,1.0,11.0,1.1
225.0,340.0,10.5,19.8,61.5,1.0,85.8,137.0,1.17,26.9,6.79
181.0,271.0,13.8,9.56,20.2,16.0,204.0,4491.0,2.5,31.3,67.9
63.2,79.9,22.7,83.5,42.6,9.65,93.1,1747.0,1.3,31.1,7.43
389.0,426.0,36.8,119.0,23.1,1.0,36.8,87.4,12.0,43.7,20.9
457.0,685.0,6.55,34.9,25.7,1.23,108.0,223.0,1.0,25.5,81.3
39.2,43.3,72.3,147.0,21.3,24.6,112.0,542.0,2.55,9.73,9.82
209.0,311.0,6.79,49.6,19.3,16.5,178.0,191.0,3.75,31.1,21.7
667.0,1000.0,14.2,16.0,10.6,2.81,22.5,54.7,1.0,27.1,12.9
32.5,43.7,11.3,121.0,17.8,24.1,138.0,3960.0,2.41,16.7,6.21
70.4,108.0,20.2,19.5,20.5,16.3,54.7,947.0,1.0,15.7,3.31
183.0,271.0,6.15,215.0,19.1,1.0,22.1,3.65,26.7,69.8,92.2
487.0,723.0,10.7,40.3,30.5,1.0,89.0,163.0,1.07,36.2,10.5
1582.0,2308.0,45.7,48.7,11.8,2.37,77.7,259.0,7.37,40.7,5.05
49.1,103.0,21.3,15.4,5.28,26.9,75.7,1065.0,4.33,44.9,7.99
292.0,407.0,19.1,47.4,13.9,7.43,42.2,300.0,5.0,28.4,9.91
308.0,461.0,17.5,11.4,10.2,5.73,131.0,3398.0,1.0,13.6,7.91
111.0,168.0,14.7,7.99,7.77,1.0,20.4,45.3,1.0,10.2,5.19
337.0,552.0,19.8,36.5,25.0,1.0,111.0,223.0,1.98,12.9,4.66
117.0,142.0,18.1,14.7,9.82,5.62,89.0,221.0,2.76,15.1,3.52
375.0,547.0,13.8,87.4,14.9,1.0,153.0,237.0,2.0,25.9,3.92
365.0,673.0,63.8,139.0,23.5,2.69,59.9,184.0,1.0,46.1,7.3
183.0,267.0,13.3,16.7,2.41,1.15,28.9,88.2,1.0,18.9,1.14
85.1,130.0,13.6,12.9,12.6,2.74,21.9,179.0,1.25,22.1,8.82
93.1,138.0,9.31,362.0,89.8,4.57,62.6,191.0,2.89,34.0,9.39
193.0,279.0,27.9,40.7,10.4,2.0,69.2,165.0,5.47,16.3,8.13
22.9,35.5,16.5,21.1,23.3,1.0,67.9,189.0,2.31,35.5,12.0
392.0,557.0,16.4,196.0,14.5,1.61,61.5,172.0,5.05,50.0,7.23
965.0,1472.0,2.17,16.0,46.1,1.17,39.6,130.0,1.0,16.5,3.89
717.0,1114.0,51.4,61.5,15.1,2.05,88.2,257.0,1.23,33.7,1.84
193.0,279.0,20.4,20.7,6.79,9.39,48.7,982.0,1.0,17.9,9.73
382.0,496.0,16.0,50.0,25.3,4.29,80.6,233.0,1.0,10.5,2.15
246.0,343.0,10.8,117.0,40.7,3.72,96.5,233.0,1.57,12.4,9.65
418.0,626.0,9.22,71.0,28.1,1.88,108.0,276.0,1.0,8.9,13.9
227.0,322.0,20.4,11.5,10.9,3.22,49.1,131.0,1.0,15.7,9.22
137.0,233.0,30.0,83.5,70.4,3.92,48.7,157.0,2.27,28.4,3.79
542.0,777.0,15.7,25.9,17.9,1.46,52.3,138.0,1.0,31.6,14.6
168.0,257.0,22.1,90.6,37.5,1.0,56.7,75.0,1.98,28.4,1.06
262.0,368.0,4.33,17.8,62.1,1.0,34.6,142.0,1.0,17.9,3.08
237.0,382.0,19.8,16.1,16.7,24.8,79.1,874.0,35.2,153.0,57.3
292.0,478.0,45.3,81.3,20.9,2.97,32.2,55.2,23.3,69.2,27.6
505.0,704.0,1.47,262.0,36.8,5.0,85.8,407.0,1.0,19.5,59.9
223.0,368.0,6.79,33.7,22.5,4.87,34.0,137.0,1.06,10.6,10.6
170.0,253.0,15.4,15.8,9.39,10.1,57.8,1778.0,1.39,31.6,13.2
292.0,400.0,19.8,57.3,44.1,23.5,172.0,1027.0,1.0,18.6,1.96
47.4,42.9,21.7,28.4,19.5,4.37,34.0,65.5,3.55,34.6,4.45
99.1,158.0,20.0,18.3,3.55,39.6,133.0,4614.0,1.0,13.2,1.0
176.0,191.0,20.5,23.7,5.73,1.35,23.9,42.6,1.12,10.3,1.0
898.0,1298.0,41.8,38.2,10.0,2.17,59.4,135.0,4.83,47.4,7.77
217.0,305.0,11.8,45.3,65.5,9.22,130.0,449.0,6.79,47.4,7.7
403.0,621.0,16.4,115.0,21.7,13.5,70.4,1512.0,3.92,9.56,9.14
157.0,196.0,35.5,127.0,52.8,25.0,167.0,973.0,13.6,53.8,22.3
461.0,750.0,13.7,62.6,13.8,1.0,54.2,123.0,1.6,16.3,3.37
813.0,1155.0,11.1,75.7,43.3,1.0,83.5,255.0,1.08,20.7,4.83
365.0,533.0,2.23,6.04,26.9,1.0,23.5,82.0,6.61,43.7,9.47
221.0,328.0,30.2,46.6,16.3,2.81,28.6,69.2,1.0,25.7,8.74
115.0,173.0,35.9,509.0,62.1,1.63,18.6,73.7,2.25,41.8,8.58
1395.0,2110.0,23.3,33.4,5.57,2.48,19.8,103.0,6.92,48.3,25.7
74.3,141.0,81.3,179.0,34.3,1.0,40.3,136.0,2.31,37.5,7.37
542.0,813.0,14.6,18.1,18.3,4.45,127.0,1843.0,3.92,15.7,4.61
365.0,533.0,16.1,50.5,23.7,3.89,70.4,186.0,1.0,10.0,3.08
153.0,235.0,37.9,146.0,43.3,4.1,198.0,533.0,1.51,17.0,2.84
1395.0,2017.0,2.02,75.0,13.5,1.0,32.2,66.1,29.4,82.8,62.6
1554.0,2371.0,12.6,183.0,20.2,2.55,82.8,233.0,1.0,26.4,7.17
150.0,239.0,9.47,89.8,20.2,36.2,147.0,2690.0,1.78,27.4,12.9
71.0,80.6,5.73,1.54,24.6,1.0,153.0,418.0,1.0,13.5,5.94
599.0,828.0,3.72,25.7,16.8,16.3,196.0,143.0,3.34,24.1,13.3
172.0,204.0,17.6,16.0,13.9,1.0,31.9,53.3,1.0,19.6,7.43
72.3,94.7,14.2,83.5,31.6,11.0,122.0,337.0,17.8,65.5,27.6
244.0,352.0,8.43,108.0,25.0,2.02,59.4,213.0,1.86,21.1,2.84
392.0,528.0,15.0,16.3,1.26,2.15,41.4,78.4,1.0,16.0,3.22
202.0,271.0,10.2,31.9,41.4,1.88,73.7,292.0,2.55,25.0,6.85
274.0,422.0,33.1,235.0,54.7,1.0,44.9,110.0,3.65,36.8,5.52
158.0,259.0,9.47,32.2,19.5,3.62,52.3,1075.0,1.0,69.8,5.38
632.0,1000.0,14.6,41.8,13.8,6.92,132.0,1176.0,4.03,17.0,11.3
231.0,352.0,14.1,21.7,7.64,1.0,115.0,229.0,2.13,19.5,15.8
1104.0,1554.0,14.9,119.0,21.5,2.33,119.0,403.0,1.0,41.8,5.0
253.0,410.0,59.9,101.0,23.3,1.0,22.9,99.1,3.31,52.3,11.1
281.0,426.0,14.5,54.7,16.1,17.0,59.4,858.0,1.96,26.9,6.49
248.0,375.0,11.2,28.1,78.4,1.29,98.2,253.0,1.0,8.13,2.76
59.4,99.1,20.7,41.0,12.4,17.9,93.9,573.0,1.98,53.8,10.5
4.45,11.7,7.84,13.2,33.7,1.11,32.2,12.7,1.55,61.0,14.3
29.2,22.1,3.34,1.76,18.3,20.5,58.8,898.0,1.0,27.9,8.28
437.0,588.0,11.0,49.1,27.1,3.34,26.9,108.0,13.8,61.0,13.5
188.0,235.0,13.8,19.1,13.8,2.84,79.1,337.0,3.68,16.1,7.77
365.0,528.0,10.4,26.7,24.1,4.57,41.0,1700.0,1.0,28.6,7.43
121.0,150.0,17.3,154.0,58.3,2.86,32.8,165.0,1.0,38.9,16.0
